,id,uri,song_name,artist_name,key,mode,danceability,energy,loudness,acousticness,speechiness,instrumentalness,liveness,tempo,valence,duration_ms,time_signature,popularity
0,3nqQXoyQOWXiESFLlDF1hG,spotify:track:3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Sam Smith,2,1,0.714,0.472,-7.375,0.013,0.0864,4.51e-06,0.266,131.121,0.238,156943,4,100
1,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,4,1,0.637,0.643,-6.571,0.13,0.0519,1.8e-06,0.142,97.008,0.533,200690,4,97
2,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,7,1,0.78,0.689,-5.668,0.0368,0.141,9.69e-06,0.0698,115.042,0.642,225389,4,93
3,1bDbXMyjaUIooNwFE9wn0N,spotify:track:1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,11,0,0.561,0.52,-9.342,0.0503,0.244,1.86e-06,0.355,153.15,0.424,239360,3,94
4,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,11,1,0.801,0.806,-5.206,0.382,0.0381,0.000669,0.114,106.999,0.802,239318,4,92
5,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,6,0,0.52,0.731,-5.338,0.342,0.0557,0.00101,0.311,173.93,0.662,167303,4,93
6,73vIOb4Q7YN6HeJTbscRx5,spotify:track:73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree,6,0,0.587,0.742,-6.64,0.0128,0.0529,0.00107,0.146,145.007,0.199,206000,4,93
7,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,7,0,0.561,0.965,-3.673,0.00383,0.0343,7.07e-06,0.371,128.04,0.304,175238,4,97
8,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,9,1,0.247,0.299,-6.083,0.899,0.0315,0.0,0.131,177.115,0.172,196520,4,90
9,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,0,1,0.704,0.797,-5.927,0.0826,0.0475,0.000745,0.0546,139.994,0.825,148486,4,95
10,0QHEIqNKsMoOY5urbzN48u,spotify:track:0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,10,1,0.838,0.525,-3.562,0.345,0.0665,1.92e-06,0.0771,144.981,0.884,134256,4,90
11,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,7,0,0.835,0.679,-5.329,0.583,0.0364,1.98e-06,0.218,124.98,0.85,162638,4,97
12,5IgjP7X4th6nMNDh4akUHb,spotify:track:5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,9,0,0.733,0.69,-5.529,0.0635,0.0427,1.18e-06,0.105,116.992,0.31,184613,4,95
13,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),Post Malone,5,1,0.733,0.67,-6.009,0.121,0.0751,0.0,0.121,100.964,0.472,192841,4,89
14,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,Taylor Swift,10,1,0.733,0.436,-10.489,0.258,0.08,0.000573,0.157,96.985,0.0976,202396,4,92
15,5odlY52u43F5BjByhxg7wg,spotify:track:5odlY52u43F5BjByhxg7wg,golden hour,JVKE,4,1,0.515,0.593,-4.801,0.653,0.0322,0.162,0.25,94.467,0.153,209260,3,88
16,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,10,1,0.714,0.728,-4.595,0.298,0.0468,0.0,0.106,114.996,0.901,177955,4,90
17,34ZAzO78a5DAVNrYIGWcPm,spotify:track:34ZAzO78a5DAVNrYIGWcPm,Shirt,SZA,3,0,0.824,0.453,-9.604,0.146,0.0968,0.0273,0.0896,119.959,0.552,181831,4,89
18,38T0tPVZHcPZyhtOcCP7pF,spotify:track:38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,2,0,0.637,0.715,-4.971,0.148,0.0455,0.0,0.0892,141.872,0.308,210576,4,90
19,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,5,0,0.65,0.715,-5.198,0.0993,0.253,0.000291,0.126,106.672,0.187,243717,4,95
20,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,2,1,0.95,0.891,-2.653,0.0645,0.241,1.77e-05,0.309,133.01,0.912,170977,4,88
21,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,1,1,0.686,0.507,-7.097,0.626,0.0357,7.51e-05,0.383,168.955,0.69,232115,4,90
22,5unjCay0kUjuej5ebn4nS4,spotify:track:5unjCay0kUjuej5ebn4nS4,Down In Atlanta,Pharrell Williams,7,1,0.851,0.819,-5.173,0.337,0.212,0.000153,0.0658,83.154,0.903,164041,3,71
23,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,8,0,0.801,0.601,-7.574,0.0777,0.255,3.23e-05,0.145,159.969,0.74,182907,4,87
24,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,0,1,0.565,0.636,-8.198,0.107,0.0638,9.9e-06,0.447,170.01,0.525,179551,4,92
25,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,4,0,0.369,0.192,-12.151,0.555,0.04,8.35e-06,0.0954,175.212,0.148,228013,3,88
26,0HqZX76SFLDz2aW8aiqi7G,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,5,0,0.773,0.742,-3.678,0.0206,0.046,0.0,0.0754,114.071,0.571,165265,4,88
27,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,10,0,0.836,0.743,-6.305,0.0995,0.0656,0.0,0.335,108.966,0.722,191822,4,86
28,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,Die For You,Joji,8,1,0.472,0.518,-7.379,0.383,0.051,0.127,0.289,147.805,0.154,211667,4,89
29,18zQTt3ifDv6iLni2YuXMg,spotify:track:18zQTt3ifDv6iLni2YuXMg,Born Again,Rihanna,0,0,0.465,0.26,-8.179,0.475,0.031,0.0,0.138,116.642,0.259,213333,4,78
30,6G12ZafqofSq7YtrMqUm76,spotify:track:6G12ZafqofSq7YtrMqUm76,Monotonía,Shakira,0,0,0.873,0.695,-4.207,0.419,0.0459,1.23e-06,0.211,131.963,0.823,158805,4,92
31,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2,1,0.881,0.592,-4.898,0.619,0.0324,1.32e-05,0.0901,101.058,0.719,154487,4,88
32,0XER3HPMx223xWaAgNKp4Y,spotify:track:0XER3HPMx223xWaAgNKp4Y,My Mind & Me,Selena Gomez,9,1,0.6,0.389,-5.727,0.566,0.0337,0.0,0.0826,143.577,0.244,147597,4,84
33,39JofJHEtg8I4fSyo7Imft,spotify:track:39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,0,1,0.736,0.906,-7.589,0.164,0.048,0.585,0.106,137.001,0.698,226627,4,87
34,2TktkzfozZifbQhXjT6I33,spotify:track:2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,9,1,0.697,0.336,-10.395,0.598,0.0424,0.00528,0.107,82.029,0.31,216680,3,87
35,1Ame8XTX6QHY0l0ahqUhgv,spotify:track:1Ame8XTX6QHY0l0ahqUhgv,THE LONELIEST,Måneskin,2,1,0.519,0.595,-5.001,0.00151,0.0283,0.0,0.0762,129.786,0.237,247067,4,86
36,37vVp2sWHuuIBOSl1NswP6,spotify:track:37vVp2sWHuuIBOSl1NswP6,i'm yours,Isabel LaRosa,5,0,0.398,0.705,-7.07,0.204,0.0756,5.13e-05,0.443,111.487,0.635,145668,4,82
37,4FyesJzVpA39hbYvcseO2d,spotify:track:4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,11,1,0.486,0.545,-7.924,0.0652,0.0336,0.00474,0.0642,150.187,0.0385,123891,4,87
38,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,1,1,0.463,0.642,-4.474,0.314,0.34,0.0,0.0686,83.389,0.339,189893,4,88
39,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,1,1,0.591,0.764,-5.484,0.0383,0.0483,0.0,0.103,169.928,0.478,141806,4,87
40,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2,1,0.621,0.782,-5.548,0.0125,0.044,0.033,0.23,128.033,0.55,198938,4,97
41,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,6,1,0.571,0.544,-10.613,0.453,0.0299,0.00805,0.322,132.052,0.216,132631,4,93
42,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,10,1,0.539,0.508,-6.05,0.727,0.0288,0.0,0.174,101.358,0.227,177720,3,88
43,72yP0DUlWPyH8P7IoxskwN,spotify:track:72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,Elton John,0,1,0.667,0.75,-4.602,0.0746,0.0906,0.000198,0.197,126.041,0.486,202246,4,87
44,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,ROSALÍA,7,1,0.919,0.623,-6.521,0.184,0.0992,1.63e-05,0.0609,130.037,0.775,157018,4,91
45,5hnGrTBaEsdukpDF6aZg8a,spotify:track:5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,Dean Lewis,8,1,0.4,0.641,-6.303,0.214,0.0674,0.0,0.0656,81.552,0.393,163603,4,87
46,5uSFGgIfHMT3osrAd9n9ym,spotify:track:5uSFGgIfHMT3osrAd9n9ym,Forget Me,Lewis Capaldi,1,0,0.669,0.742,-3.518,0.296,0.0441,0.0,0.355,101.982,0.716,203472,4,87
47,2rmwqU7yzTvzkiaRV53DpT,spotify:track:2rmwqU7yzTvzkiaRV53DpT,2 Be Loved (Am I Ready),Lizzo,7,1,0.721,0.769,-4.111,0.0922,0.105,0.0,0.0817,155.932,0.915,187108,4,83
48,0ARKW62l9uWIDYMZTUmJHF,spotify:track:0ARKW62l9uWIDYMZTUmJHF,Shut Down,BLACKPINK,0,1,0.82,0.686,-5.102,0.00412,0.038,0.0,0.184,110.058,0.668,175889,3,84
49,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,6,1,0.911,0.573,-7.43,0.38,0.288,0.0,0.403,140.04,0.972,97393,4,89
50,5B40Td13cDQ4adeAiLf8Z4,spotify:track:5B40Td13cDQ4adeAiLf8Z4,Twin (feat. Lil Durk),Roddy Ricch,11,0,0.785,0.609,-8.623,0.031,0.186,5.47e-05,0.096,83.962,0.326,148855,4,65
51,4ZevD501qZiFK7FY8DFn0V,spotify:track:4ZevD501qZiFK7FY8DFn0V,Do It Right,Don Toliver,5,1,0.662,0.515,-6.867,0.458,0.199,0.0,0.163,69.808,0.386,174474,4,61
52,1bDbXMyjaUIooNwFE9wn0N,spotify:track:1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,11,0,0.561,0.52,-9.342,0.0503,0.244,1.86e-06,0.355,153.15,0.424,239360,3,94
53,4FyesJzVpA39hbYvcseO2d,spotify:track:4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,11,1,0.486,0.545,-7.924,0.0652,0.0336,0.00474,0.0642,150.187,0.0385,123891,4,87
54,6ug9fUi5oLLgQgOF1G8WkM,spotify:track:6ug9fUi5oLLgQgOF1G8WkM,California Breeze,Lil Baby,5,0,0.738,0.666,-6.97,0.00361,0.455,0.0,0.107,161.734,0.215,177789,4,82
55,4wRJHXHDJnKSPr9IVn0BFR,spotify:track:4wRJHXHDJnKSPr9IVn0BFR,To The Bone (feat. YoungBoy Never Broke Again),Quavo,11,0,0.899,0.582,-7.275,0.0395,0.264,0.0,0.1,149.973,0.505,283196,4,79
56,5unjCay0kUjuej5ebn4nS4,spotify:track:5unjCay0kUjuej5ebn4nS4,Down In Atlanta,Pharrell Williams,7,1,0.851,0.819,-5.173,0.337,0.212,0.000153,0.0658,83.154,0.903,164041,3,71
57,46s57QULU02Voy0Kup6UEb,spotify:track:46s57QULU02Voy0Kup6UEb,Major Distribution,Drake,8,0,0.908,0.546,-10.491,0.0127,0.323,0.0,0.0707,131.016,0.225,170502,4,90
58,2RJAKIw6nIkgZVsAIKhmqz,spotify:track:2RJAKIw6nIkgZVsAIKhmqz,In My Head,Juice WRLD,5,0,0.633,0.548,-5.634,0.269,0.0467,0.0,0.16,160.011,0.35,192000,4,84
59,7B09THlbQE2RndpgXeXQYE,spotify:track:7B09THlbQE2RndpgXeXQYE,Letter to Takeoff,Gucci Mane,5,0,0.808,0.478,-8.63,0.375,0.381,0.0,0.0761,140.958,0.335,217872,4,58
60,0tgAhrvNPhSyMZR0wWbv6Z,spotify:track:0tgAhrvNPhSyMZR0wWbv6Z,#1 Freak (feat. Ty Dolla $ign),Roddy Ricch,4,0,0.827,0.564,-7.967,0.095,0.0838,0.0,0.357,125.081,0.781,184368,4,55
61,6R6ZS5HYH4RdXkjEwEJO5R,spotify:track:6R6ZS5HYH4RdXkjEwEJO5R,One Up,Central Cee,6,0,0.85,0.664,-8.119,0.322,0.261,0.0,0.0475,144.108,0.743,160000,4,77
62,6PvHZ5vVjUhngh0t3pIsPc,spotify:track:6PvHZ5vVjUhngh0t3pIsPc,Chocolate (feat. Young Thug and Gunna),Quavo,1,0,0.854,0.611,-6.824,0.2,0.228,0.0,0.19,129.003,0.728,208372,4,73
63,6ja11GoXgF75QkEVqqAadn,spotify:track:6ja11GoXgF75QkEVqqAadn,Ain’t Safe (feat. Don Toliver),Trippie Redd,9,1,0.829,0.644,-4.86,0.221,0.291,1.04e-06,0.141,147.151,0.515,166515,4,75
64,6mM8gri8d2abYYomjOV4ut,spotify:track:6mM8gri8d2abYYomjOV4ut,Stop Breathing,Roddy Ricch,0,1,0.586,0.689,-6.04,0.0434,0.425,0.0,0.184,158.457,0.456,110707,4,77
65,6Y95jrYOOWDkh7uO6PSDBT,spotify:track:6Y95jrYOOWDkh7uO6PSDBT,Bag Talk,Polo G,1,1,0.585,0.596,-5.677,0.0276,0.353,0.0,0.111,157.957,0.148,147436,4,74
66,2A0G0bPmlkUXUbvWqrAXzg,spotify:track:2A0G0bPmlkUXUbvWqrAXzg,Not Finished,Lil Baby,1,1,0.785,0.524,-7.004,0.0123,0.122,0.0,0.365,142.007,0.0855,163454,4,79
67,7asQMsxC6dNgY0inCzJC5O,spotify:track:7asQMsxC6dNgY0inCzJC5O,G Nikes (feat. Polo G),Nardo Wick,1,1,0.808,0.644,-6.167,0.0716,0.329,0.0,0.085,151.098,0.512,206968,4,73
68,3Wqs6XFKsKcTjaWhmB8VCP,spotify:track:3Wqs6XFKsKcTjaWhmB8VCP,Jigsaw,Key Glock,1,1,0.75,0.714,-9.032,0.00296,0.134,0.000113,0.137,160.036,0.254,153048,4,54
69,65nmqAEqW7CJIkXOIkxyg8,spotify:track:65nmqAEqW7CJIkXOIkxyg8,Get Away,Young Dolph,1,1,0.839,0.642,-5.581,0.0431,0.0535,6.76e-05,0.148,140.078,0.211,180760,4,57
70,3TJTvFCoVZaWWTRuaIPkMl,spotify:track:3TJTvFCoVZaWWTRuaIPkMl,BET,Russ,7,0,0.802,0.42,-10.088,0.229,0.13,1.87e-05,0.299,125.948,0.183,154286,4,71
71,2tFwYCvY0x9IfeW63AdMpM,spotify:track:2tFwYCvY0x9IfeW63AdMpM,Take Shots (feat. Tory Lanez),A Boogie Wit da Hoodie,10,0,0.63,0.505,-4.923,0.0331,0.244,0.0,0.0713,92.537,0.578,281985,4,72
72,5JS1gz9zP4GTy0LZYvSeUK,spotify:track:5JS1gz9zP4GTy0LZYvSeUK,2 Million Up,Peezy,6,0,0.884,0.423,-10.181,0.115,0.275,0.0,0.0895,95.753,0.259,159973,4,70
73,13VvjrXWYzG9lWViL8Y9vM,spotify:track:13VvjrXWYzG9lWViL8Y9vM,Break My Heart,Rod Wave,1,1,0.701,0.562,-8.915,0.0166,0.0381,1.2e-05,0.352,84.994,0.354,169412,4,71
74,4OkFBMU18NidtaefaTjUq1,spotify:track:4OkFBMU18NidtaefaTjUq1,Real Spill,Lil Baby,2,1,0.776,0.557,-7.441,0.0496,0.545,0.0,0.112,156.978,0.284,198722,4,78
75,0wTTf3msjDJ8NcZGTmQJQV,spotify:track:0wTTf3msjDJ8NcZGTmQJQV,My Friends (feat. Lil Durk),Ty Dolla $ign,8,1,0.633,0.478,-8.039,0.0558,0.044,0.0,0.202,169.961,0.441,158168,4,74
76,5gAwpwuchaCGnJLlBMGBzp,spotify:track:5gAwpwuchaCGnJLlBMGBzp,Do It Again (feat. 2Rare),NLE Choppa,11,0,0.806,0.64,-7.398,0.0864,0.317,0.0,0.201,160.054,0.716,213206,4,79
77,1LzovYtOvkODueiluGyRzF,spotify:track:1LzovYtOvkODueiluGyRzF,YAH Know,Chance the Rapper,5,0,0.556,0.873,-3.645,0.0277,0.0666,0.0973,0.182,145.957,0.478,358000,4,49
78,4gKWtJGlhxKKSyV65llt2G,spotify:track:4gKWtJGlhxKKSyV65llt2G,OOGA BOOGA!,Ski Mask The Slump God,1,1,0.847,0.916,-5.757,0.101,0.222,0.000766,0.118,104.018,0.751,139038,4,77
79,2KLwPaRDOB87XOYAT2fgxh,spotify:track:2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),Drake,4,0,0.749,0.63,-6.652,0.0623,0.116,0.0,0.353,122.03,0.445,242027,4,90
80,46GyY53xkfMRYTqZAQ33ne,spotify:track:46GyY53xkfMRYTqZAQ33ne,Similar,Money Man,5,0,0.894,0.458,-12.248,0.0647,0.363,0.0144,0.109,150.003,0.382,112000,4,66
81,6XO8RlYuJCiI0v3IA48FeJ,spotify:track:6XO8RlYuJCiI0v3IA48FeJ,Bye Bye,Marshmello,3,0,0.645,0.525,-5.399,0.0574,0.0355,0.0,0.505,83.018,0.238,108499,4,83
82,6H6ZtVp6DymejLOJLdRzOI,spotify:track:6H6ZtVp6DymejLOJLdRzOI,Shordie (with Gunna),G Herbo,9,1,0.768,0.695,-4.883,0.0301,0.179,0.0,0.235,76.007,0.41,176588,4,68
83,6rI8uFFmGyvS2N6sqDCdu3,spotify:track:6rI8uFFmGyvS2N6sqDCdu3,Bulletproof Maybach (feat. Offset),DDG,7,0,0.699,0.58,-7.05,0.0754,0.325,0.0,0.0768,94.93,0.596,177074,4,70
84,23pGZ6n6Xd3yV7qK4xw7dx,spotify:track:23pGZ6n6Xd3yV7qK4xw7dx,B.R.O. (Better Ride Out) [feat. Roddy Ricch],A Boogie Wit da Hoodie,2,0,0.576,0.596,-7.774,0.0398,0.108,0.0,0.0975,95.457,0.338,178041,4,73
85,6PQK1Y3Dl6dym9pj0y9Chy,spotify:track:6PQK1Y3Dl6dym9pj0y9Chy,Give You What You Want,Lil Tjay,10,0,0.691,0.656,-5.673,0.222,0.0679,0.00111,0.153,89.467,0.393,159331,4,74
86,3wspfG772mi1c25JpnNOVP,spotify:track:3wspfG772mi1c25JpnNOVP,Walk,Kodak Black,8,1,0.817,0.512,-6.943,0.037,0.0984,0.0,0.216,130.04,0.17,166039,4,75
87,6Md6lyVVoKWcOaSg8u1tDn,spotify:track:6Md6lyVVoKWcOaSg8u1tDn,Shoot It Myself (feat. Future),EST Gee,8,1,0.798,0.471,-8.824,0.00189,0.125,0.0,0.154,135.102,0.11,187844,4,71
88,7KXVIAuw3m2hxZanrpSXS3,spotify:track:7KXVIAuw3m2hxZanrpSXS3,Tomorrow 2 (with Cardi B),GloRilla,0,1,0.791,0.818,-3.93,0.0695,0.406,0.0,0.114,159.922,0.693,209811,4,81
89,48qgXl0CQUVYJVn6xv0rsP,spotify:track:48qgXl0CQUVYJVn6xv0rsP,Nothing Changed,Quavo,5,0,0.907,0.59,-6.128,0.18,0.108,0.0,0.184,134.902,0.681,199111,4,74
90,1QrL8zd8MIrCiOPuj02dxC,spotify:track:1QrL8zd8MIrCiOPuj02dxC,Back End,Finesse2tymes,10,0,0.88,0.746,-3.381,0.0129,0.124,0.0,0.105,130.045,0.315,165479,4,68
91,2g3qKijfeHfDyM7Fmaoi5M,spotify:track:2g3qKijfeHfDyM7Fmaoi5M,Blow,Moneybagg Yo,11,0,0.815,0.742,-4.896,0.0579,0.245,0.0,0.345,137.036,0.584,182533,4,73
92,2BSl2gSFHdzJAMus74qzNj,spotify:track:2BSl2gSFHdzJAMus74qzNj,Backstage Passes (feat. Jack Harlow),EST Gee,1,1,0.855,0.478,-8.31,0.145,0.345,0.0,0.101,153.074,0.536,158431,4,74
93,2NVXBBbO4xGO851zrMfCFi,spotify:track:2NVXBBbO4xGO851zrMfCFi,2 Mins of Pain (feat. Alborosie),Sleepy Hallow,11,0,0.886,0.434,-12.106,0.101,0.403,1.22e-06,0.297,147.995,0.785,136696,4,72
94,5uVW9FWVaQde0lfF4hYs4C,spotify:track:5uVW9FWVaQde0lfF4hYs4C,CODE (feat. Moneybagg Yo),Offset,4,0,0.599,0.598,-7.015,0.0502,0.124,5.01e-05,0.173,179.49,0.343,192428,4,73
95,2yjlYDiNiQkdxVqTlaSrlX,spotify:track:2yjlYDiNiQkdxVqTlaSrlX,Super Freaky Girl,Nicki Minaj,2,1,0.951,0.878,-2.565,0.0509,0.211,1.61e-05,0.321,133.014,0.923,170977,4,81
96,74loibzxXRL875X20kenvk,spotify:track:74loibzxXRL875X20kenvk,Poland,Lil Yachty,5,0,0.695,0.555,-8.5,0.141,0.0509,0.826,0.11,150.024,0.26,83200,4,85
97,5BvfdAtqZXGbR3Ub1Bejb6,spotify:track:5BvfdAtqZXGbR3Ub1Bejb6,bank account (with Lil Uzi Vert),Baby Keem,11,0,0.859,0.721,-3.369,0.011,0.237,0.0,0.484,148.015,0.689,214240,4,73
98,0vbmYCIWENdYyJ36Q4CdSz,spotify:track:0vbmYCIWENdYyJ36Q4CdSz,90 Proof (with J. Cole),Smino,7,1,0.773,0.623,-6.53,0.24,0.0983,3.56e-05,0.148,147.826,0.528,208270,4,72
99,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,1,1,0.9,0.509,-6.647,0.115,0.257,1.67e-06,0.0937,100.007,0.765,99283,4,87
100,6HBRLaSQ7NB8MNlaqzYen1,spotify:track:6HBRLaSQ7NB8MNlaqzYen1,What My World Spins Around,Jordan Davis,2,1,0.675,0.726,-6.459,0.105,0.0461,0.0,0.153,124.872,0.671,186791,4,78
101,6Tm4Io4ct4w14nB1EUzsY3,spotify:track:6Tm4Io4ct4w14nB1EUzsY3,Whiskey On You,Nate Smith,8,1,0.479,0.768,-5.204,7.02e-05,0.0312,0.00549,0.121,110.024,0.576,183790,4,78
102,4232gJU5ljjFmKaPh0cKds,spotify:track:4232gJU5ljjFmKaPh0cKds,Never Til Now (feat. Brett Young),Ashley Cooke,10,1,0.382,0.408,-7.552,0.75,0.0407,0.0,0.127,77.063,0.128,173534,4,70
103,6AqwH2Y9FJwhUE2dCSkw1u,spotify:track:6AqwH2Y9FJwhUE2dCSkw1u,5 Foot 9,Tyler Hubbard,5,1,0.602,0.796,-5.609,0.146,0.0465,0.0,0.125,106.005,0.53,189780,4,79
104,5ZCjp56T8J6d7amJyFSzrI,spotify:track:5ZCjp56T8J6d7amJyFSzrI,Heart Like A Truck,Lainey Wilson,9,1,0.587,0.632,-5.416,0.148,0.0311,1.01e-05,0.158,139.974,0.392,199040,4,72
105,28n8z9IQKyjMPxmvYMBqZa,spotify:track:28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,Luke Combs,1,1,0.608,0.745,-4.13,0.0226,0.0277,6.47e-06,0.0942,102.025,0.464,224427,4,80
106,4viFAHmivkYQKkwLvwKOgg,spotify:track:4viFAHmivkYQKkwLvwKOgg,Water Under The Bridge,Sam Hunt,5,1,0.635,0.866,-2.695,0.0697,0.0473,0.0,0.0955,133.889,0.853,169760,4,63
107,5uU1uuyaUIBOiiUSQG7Wl3,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,You Proof,Morgan Wallen,9,1,0.731,0.85,-4.913,0.252,0.0336,0.0,0.605,119.706,0.644,157478,4,84
108,7xNYZeFtrB05pi9tc6lEeb,spotify:track:7xNYZeFtrB05pi9tc6lEeb,Pick Me Up,Gabby Barrett,2,1,0.472,0.701,-4.563,0.0387,0.0369,0.0,0.107,79.805,0.515,169440,4,70
109,6Qpfsw8OS5HW5XxgmXYLWS,spotify:track:6Qpfsw8OS5HW5XxgmXYLWS,Handle On You,Parker McCollum,6,1,0.588,0.931,-3.925,0.00411,0.0318,0.0,0.345,105.027,0.625,219333,4,73
110,3nei8eHEdiwwSfyoOCHPZI,spotify:track:3nei8eHEdiwwSfyoOCHPZI,If He Wanted To He Would,Kylie Morgan,0,1,0.655,0.617,-4.716,0.0998,0.026,0.0,0.211,90.015,0.734,174173,4,73
111,200x8ONbPfFzByUr3fVz46,spotify:track:200x8ONbPfFzByUr3fVz46,She Had Me At Heads Carolina,Cole Swindell,8,1,0.607,0.912,-3.449,0.124,0.0611,0.0,0.332,134.944,0.722,206107,4,80
112,6Awl7JBDQjfm7xkS3LkhDi,spotify:track:6Awl7JBDQjfm7xkS3LkhDi,We Got History,Mitchell Tenpenny,0,1,0.628,0.833,-6.327,0.0014,0.0311,0.0,0.104,98.025,0.309,203680,4,72
113,4QWXSTeUHFzU0INh7SNqSU,spotify:track:4QWXSTeUHFzU0INh7SNqSU,Feel Like This,Ingrid Andress,7,1,0.536,0.605,-5.292,0.141,0.0338,0.0,0.0614,130.053,0.341,196163,4,61
114,4686eQ81DEswHa90bcdlC9,spotify:track:4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Bailey Zimmerman,1,1,0.582,0.568,-7.3,0.577,0.0275,0.0,0.105,121.991,0.394,207541,3,82
115,7trjNYF5ek7zX4GKSHQZbP,spotify:track:7trjNYF5ek7zX4GKSHQZbP,wait in the truck (feat. Lainey Wilson),HARDY,6,1,0.534,0.466,-6.98,0.277,0.0272,0.0,0.0979,140.0,0.23,277660,4,75
