,id,uri,song_name,artist_name,key,mode,danceability,energy,loudness,acousticness,speechiness,instrumentalness,liveness,tempo,valence,duration_ms,time_signature,popularity
273,7DkojvD8hlZZETvBOZp1TI,spotify:track:7DkojvD8hlZZETvBOZp1TI,Beyond the Vale,The Smashing Pumpkins,7,1,0.645,0.713,-6.506,0.000146,0.0285,0.00952,0.241,115.013,0.763,222740,4,50
274,0DI6obJSPoev6ryG0NIsYC,spotify:track:0DI6obJSPoev6ryG0NIsYC,Against The Law (feat. KenTheMan),Enchanting,10,0,0.841,0.45,-6.758,0.0107,0.0638,0.0,0.116,82.031,0.226,166118,4,37
275,5vttUta1Kn5aDGiHopxozA,spotify:track:5vttUta1Kn5aDGiHopxozA,Stand On It,Omeretta the Great,1,1,0.897,0.721,-3.857,0.133,0.307,1.21e-06,0.0527,139.995,0.704,192000,4,28
276,3TicIvqnBdMhbf3CNlLQfs,spotify:track:3TicIvqnBdMhbf3CNlLQfs,Tell The Truth,Trinidad Cardona,3,0,0.834,0.74,-4.591,0.065,0.11,2.14e-06,0.037,120.063,0.456,148000,4,33
277,755eT9EDA6vjWcFv5lLUGI,spotify:track:755eT9EDA6vjWcFv5lLUGI,Pressure,Derek Minor,10,0,0.602,0.834,-4.576,0.0728,0.284,0.0,0.295,85.001,0.605,194176,4,34
278,2Fym3s3demWqbvjP1eFcMS,spotify:track:2Fym3s3demWqbvjP1eFcMS,Lost Again - Theme From The Callisto Protocol,Kings Elliot,11,0,0.384,0.436,-9.838,0.69,0.0317,0.000271,0.146,77.118,0.211,272895,4,38
279,53QT3zKgxfkMPyJ6rUjwLz,spotify:track:53QT3zKgxfkMPyJ6rUjwLz,eat ur heart out,carobae,4,1,0.589,0.304,-8.536,0.472,0.0285,4.63e-06,0.0968,76.964,0.436,165166,3,32
280,3Eo0ZlLGc2Bq5ieX8TGYQV,spotify:track:3Eo0ZlLGc2Bq5ieX8TGYQV,Call Me Hank,Hank,8,1,0.609,0.71,-4.759,0.237,0.0312,0.00261,0.204,83.996,0.457,153356,4,28
281,5jWX61eqxkT7GnyqpUOcc4,spotify:track:5jWX61eqxkT7GnyqpUOcc4,feel good,Yot Club,5,0,0.446,0.891,-5.698,4.65e-05,0.06,0.639,0.0541,179.116,0.422,144643,4,40
282,2KnfMlqUIr2RLFIRlCQzhw,spotify:track:2KnfMlqUIr2RLFIRlCQzhw,The World,Benny Sings,1,1,0.754,0.515,-9.45,0.454,0.0528,0.000265,0.0853,94.986,0.929,186453,4,43
283,6yAnK8YECaJVnFRydwcG5s,spotify:track:6yAnK8YECaJVnFRydwcG5s,Nowhere,Nakkia Gold,5,0,0.696,0.521,-10.687,0.119,0.044,0.00522,0.0992,79.976,0.568,180354,4,32
284,19N5psNQn5XtpM8ATXRWQ7,spotify:track:19N5psNQn5XtpM8ATXRWQ7,preSSUre,Azanti,6,0,0.763,0.747,-6.078,0.0177,0.0464,0.0167,0.111,98.024,0.621,186122,4,31
285,7Dy1LrsEmooLc39o5bSk7k,spotify:track:7Dy1LrsEmooLc39o5bSk7k,Damn (feat. G Herbo),21 Lil Harold,8,0,0.674,0.734,-6.321,0.0122,0.285,0.0,0.158,170.158,0.516,217407,4,31
286,48h4R1aBUa6BitV6GeCjOM,spotify:track:48h4R1aBUa6BitV6GeCjOM,Shut It,1nonly,0,0,0.777,0.576,-8.763,0.0534,0.29,1.33e-05,0.379,117.931,0.613,141509,4,44
287,2ANEWrscuzhkPlNGYahVcT,spotify:track:2ANEWrscuzhkPlNGYahVcT,Brackz Yeah,Lul Bob,4,0,0.769,0.627,-6.117,0.0594,0.347,0.0,0.0826,153.12,0.37,157269,4,29
288,314tXKMiK9aOSezLoyiCSN,spotify:track:314tXKMiK9aOSezLoyiCSN,One Hit Wonder,Meg Smith,4,1,0.695,0.734,-8.505,0.125,0.0592,2.38e-06,0.105,118.019,0.662,200346,4,29
289,1EYSzrOCc5qrDAu06iu2Px,spotify:track:1EYSzrOCc5qrDAu06iu2Px,running back,Ashley Cooke,5,1,0.339,0.466,-7.252,0.199,0.0442,0.0,0.0836,75.539,0.256,187018,4,44
290,5tVZH8cN7B75l6gj40jwdx,spotify:track:5tVZH8cN7B75l6gj40jwdx,Modern Dancing,Caitlin Rose,1,1,0.828,0.587,-9.522,0.282,0.059,0.000513,0.0808,123.975,0.925,218360,4,27
291,7li497pL9YAtpGb7Z9lgiF,spotify:track:7li497pL9YAtpGb7Z9lgiF,Rats,khai dreams,4,1,0.807,0.753,-4.827,0.2,0.0408,1.55e-06,0.197,134.968,0.953,145947,4,43
292,5RQqckPXO7WHwKN3I2tYla,spotify:track:5RQqckPXO7WHwKN3I2tYla,Why,Ria Sean,1,1,0.482,0.427,-11.743,0.308,0.0883,5.61e-06,0.144,100.044,0.522,153570,4,33
293,2lmWwBLVJ2P0HX491zkYws,spotify:track:2lmWwBLVJ2P0HX491zkYws,Mbappe,Eladio Carrion,7,1,0.712,0.684,-4.887,0.548,0.0512,0.0,0.168,130.038,0.513,147692,4,67
294,06hH8CY1z9v1xxKsWEIVlf,spotify:track:06hH8CY1z9v1xxKsWEIVlf,All The Things I Couldn't Say To You,Busty and the Bass,7,1,0.534,0.839,-8.998,0.229,0.0418,0.945,0.158,84.989,0.297,264285,4,37
295,24JTap3Y2LHb3icc5iIkNj,spotify:track:24JTap3Y2LHb3icc5iIkNj,Here I Come,Lola Brooke,1,1,0.825,0.663,-4.989,0.0138,0.0948,0.000222,0.0971,91.965,0.45,108413,4,33
296,1bLqjhjblTmsVwCxd3Dldy,spotify:track:1bLqjhjblTmsVwCxd3Dldy,4leaf clover,King Isis,6,1,0.712,0.0994,-13.753,0.839,0.116,0.0,0.267,77.058,0.173,156210,4,28
297,2EXLqFr6iaGXrQKeUJ1zvn,spotify:track:2EXLqFr6iaGXrQKeUJ1zvn,Fall in Love Forever,Baerd,6,1,0.572,0.51,-10.469,0.895,0.0297,0.164,0.114,135.042,0.527,208200,4,31
298,1cNA86HqElqyeD2GMonlpl,spotify:track:1cNA86HqElqyeD2GMonlpl,Green,Avonlea,10,1,0.415,0.194,-9.835,0.931,0.0345,0.0,0.102,146.819,0.485,204643,4,31
299,4HBNn1sMNTRF0MS4RDHO04,spotify:track:4HBNn1sMNTRF0MS4RDHO04,Stay And Run,Phantom Youth,9,0,0.563,0.903,-5.727,0.00424,0.0598,0.161,0.728,90.033,0.556,196903,4,30
300,0ttyQPhxTXajLR9vNCBvV9,spotify:track:0ttyQPhxTXajLR9vNCBvV9,Staden,Anders Linros,2,1,0.369,0.0137,-26.004,0.99,0.0504,0.948,0.0846,172.574,0.206,121946,4,70
301,2bjQvSk5T3A2dmnqqeRhzI,spotify:track:2bjQvSk5T3A2dmnqqeRhzI,Saying Things,Emanuel Fremont,11,1,0.307,0.0381,-28.197,0.993,0.0423,0.945,0.104,72.453,0.0631,123500,5,70
302,7hVcd9PDdO0xK8vE3WQqnV,spotify:track:7hVcd9PDdO0xK8vE3WQqnV,Lyrides,Jozef De Schutter,7,1,0.297,0.0126,-27.76,0.994,0.0442,0.913,0.0785,171.767,0.386,163000,4,69
303,63oFS9JTsvadCXUqwqA7p0,spotify:track:63oFS9JTsvadCXUqwqA7p0,Shizukana,Isshi Matsuriza,7,1,0.47,0.0593,-28.563,0.99,0.0355,0.934,0.104,113.418,0.178,131787,4,69
304,0jSUVrvKQ0qF8ee1usL34M,spotify:track:0jSUVrvKQ0qF8ee1usL34M,Oaks Bluffs,Elinaura,7,1,0.366,0.108,-20.698,0.994,0.0387,0.937,0.0949,174.925,0.435,117016,4,67
305,3VM35337X7Ro1tesUHnZ95,spotify:track:3VM35337X7Ro1tesUHnZ95,Quand vous souriez,Libor Kolman,1,0,0.484,0.059,-25.084,0.996,0.0517,0.948,0.106,89.329,0.308,118250,3,68
306,5Dupg1ztlsHXxhmBDVqww2,spotify:track:5Dupg1ztlsHXxhmBDVqww2,Field of Joy,Jonathan Beaujean,2,0,0.353,0.0781,-21.94,0.989,0.0342,0.945,0.0998,75.204,0.113,196446,3,61
307,4uHzzAb1p6gK5unlp64Vrg,spotify:track:4uHzzAb1p6gK5unlp64Vrg,Amor Eterno,Elisa Avaria,7,0,0.442,0.0719,-28.528,0.994,0.0346,0.874,0.114,83.794,0.326,155175,3,66
308,3ZvBA6TQA4CTOZNOyxou90,spotify:track:3ZvBA6TQA4CTOZNOyxou90,Entangled - Ole-Bjørn Talstad Rework,Klur,6,0,0.31,0.0352,-28.139,0.98,0.0336,0.908,0.0978,157.343,0.148,133488,3,68
309,49VzYsJHrITQOn28WBMztb,spotify:track:49VzYsJHrITQOn28WBMztb,Má sestra,Jani Lechleiter,3,0,0.496,0.0317,-25.204,0.995,0.0479,0.954,0.105,73.191,0.256,125056,4,67
310,597H3V2av5dnxNcIDa4Yrk,spotify:track:597H3V2av5dnxNcIDa4Yrk,Waitings,Felix Tanguy,9,1,0.344,0.0893,-26.873,0.99,0.0354,0.927,0.0958,94.414,0.178,139412,3,68
311,38IQW5WbKIQwSDsMQPMLSk,spotify:track:38IQW5WbKIQwSDsMQPMLSk,Rainbow,Dylan John Sparkes,0,1,0.411,0.0235,-32.494,0.994,0.0388,0.896,0.095,143.044,0.177,176000,3,66
312,2YFtpiy2WoAQVQbM1SIwES,spotify:track:2YFtpiy2WoAQVQbM1SIwES,Tjärnheden,Farsjön,11,0,0.435,0.00661,-32.108,0.993,0.0433,0.939,0.102,95.626,0.203,100441,3,60
313,2HwCcCi8Up9NECNBRt0yTV,spotify:track:2HwCcCi8Up9NECNBRt0yTV,Hideaway,Igulfrid,9,1,0.356,0.0186,-26.729,0.991,0.042,0.929,0.0996,84.753,0.154,148907,4,67
314,0tL0JB08d5De5zBko245Y8,spotify:track:0tL0JB08d5De5zBko245Y8,Sommarvals,Christian Peterson-Bergling,1,1,0.352,0.0464,-27.631,0.973,0.0307,0.879,0.107,98.943,0.339,176557,4,66
315,70pC9IQb39VDNUm3Uio5kD,spotify:track:70pC9IQb39VDNUm3Uio5kD,Un sourire et une larme (valse),Tom Kristiaan,10,0,0.441,0.018,-27.154,0.994,0.0456,0.952,0.116,107.794,0.204,146091,3,68
316,50Ihxe8oJ8cQ1tDYoehuTc,spotify:track:50Ihxe8oJ8cQ1tDYoehuTc,In Repose,Christopher Dicker,1,0,0.354,0.0368,-22.43,0.983,0.0451,0.96,0.109,92.885,0.157,142805,4,66
317,73uDJDqIcF5QQWXZ19rH8z,spotify:track:73uDJDqIcF5QQWXZ19rH8z,Morning Dance,Amine Ayad,8,1,0.402,0.0619,-23.399,0.984,0.0361,0.933,0.111,65.875,0.14,115124,4,59
318,1lrgqrIxD3tDYVv6n3i1aL,spotify:track:1lrgqrIxD3tDYVv6n3i1aL,Gloria,Alvaro Pascoal,1,1,0.296,0.0204,-29.147,0.988,0.0479,0.905,0.106,119.932,0.0925,219566,3,65
319,2p5THyuNwpJ9c7ex3TN383,spotify:track:2p5THyuNwpJ9c7ex3TN383,Nowesind,Jacob David,10,1,0.304,0.0902,-32.824,0.903,0.0489,0.907,0.111,114.487,0.318,119120,4,68
320,7yGdwiZ84hot8b9PqRtOzV,spotify:track:7yGdwiZ84hot8b9PqRtOzV,La Vie,Amandine Moulin,8,1,0.268,0.028,-25.445,0.984,0.0382,0.949,0.106,169.979,0.377,109228,4,69
321,6lstaOC6qWvXPcXPgWXfc0,spotify:track:6lstaOC6qWvXPcXPgWXfc0,Ottilia,Yana Couto,1,0,0.466,0.101,-17.398,0.99,0.036,0.936,0.116,127.232,0.195,150000,3,59
322,6dG6b98wdolLoHdFaAusxR,spotify:track:6dG6b98wdolLoHdFaAusxR,A New Path,Damien Jeunet,9,0,0.429,0.0423,-21.491,0.985,0.046,0.952,0.113,85.457,0.233,113759,4,66
323,0vebajCQqWh9EQ5wAYguqo,spotify:track:0vebajCQqWh9EQ5wAYguqo,Benediction,Nadav Amir-Himmel,7,0,0.375,0.0662,-26.344,0.995,0.0483,0.922,0.131,117.282,0.214,143920,4,65
324,0wNiKz7dVespHZP02RCDlE,spotify:track:0wNiKz7dVespHZP02RCDlE,Azure,Ryley Moss,5,0,0.392,0.0632,-23.416,0.991,0.0347,0.898,0.107,97.821,0.26,144905,4,64
325,2XPxkVgxyj4QVaW78kS5vb,spotify:track:2XPxkVgxyj4QVaW78kS5vb,Estelle,Doris Casella,7,0,0.216,0.0575,-25.96,0.994,0.0501,0.951,0.109,206.686,0.151,118500,4,67
326,1FxrWXRLIi0aUDlTQNLQZY,spotify:track:1FxrWXRLIi0aUDlTQNLQZY,Mist,Sarah Keen,11,1,0.516,0.0267,-30.229,0.992,0.0461,0.899,0.0963,110.636,0.378,122698,4,65
327,0npBzVrDKbhg6khGMBuFzQ,spotify:track:0npBzVrDKbhg6khGMBuFzQ,Sand Time,Emil Negri,9,1,0.46,0.0272,-30.699,0.994,0.0401,0.903,0.0989,103.954,0.34,178586,4,66
328,02VydYQOYaLGZX2MWoCCQ8,spotify:track:02VydYQOYaLGZX2MWoCCQ8,From Home,Vivian Roost,0,0,0.408,0.0632,-24.044,0.977,0.0371,0.927,0.175,126.995,0.256,202732,3,59
329,4b4DLYtksvYepzKqdgSkAz,spotify:track:4b4DLYtksvYepzKqdgSkAz,Marigold,Santo Trevisani,3,1,0.477,0.0343,-27.277,0.99,0.0406,0.887,0.109,71.631,0.134,132319,4,65
330,4xqtdONrwig5n3JGVBz1nv,spotify:track:4xqtdONrwig5n3JGVBz1nv,along the path,Zecil Malka,1,0,0.486,0.046,-27.409,0.995,0.0418,0.943,0.0892,66.826,0.167,127835,5,65
331,2oD7qIB9vDBnE3uBmEh91C,spotify:track:2oD7qIB9vDBnE3uBmEh91C,Alivio,Franco Robert,1,1,0.189,0.0081,-31.99,0.992,0.0474,0.945,0.0991,167.139,0.166,114000,3,65
332,7wvLqTxF6Nm4k579lboPC8,spotify:track:7wvLqTxF6Nm4k579lboPC8,Je t'ai vu,Projet Calmant,2,1,0.405,0.0413,-30.36,0.994,0.0465,0.951,0.0911,136.131,0.417,180031,4,65
333,5DezuV0RFcMcgA11UGdGBR,spotify:track:5DezuV0RFcMcgA11UGdGBR,Hommage d'amitié,Gunnel Boek,5,1,0.419,0.043,-29.477,0.99,0.0372,0.954,0.105,181.943,0.375,136648,4,65
334,0uFGCfcqs595Q0ptklBeUt,spotify:track:0uFGCfcqs595Q0ptklBeUt,Mullaghmore,Calan McIntyre,10,0,0.51,0.0679,-22.371,0.995,0.0625,0.964,0.106,77.515,0.492,122767,4,68
335,1gB9Hvz050IuA28oxXtydl,spotify:track:1gB9Hvz050IuA28oxXtydl,Before We Met,Minik Jakobsen,10,1,0.354,0.0297,-28.069,0.995,0.0632,0.947,0.11,79.894,0.275,113285,4,66
336,4PLaetqDYcJK1e6VFb361C,spotify:track:4PLaetqDYcJK1e6VFb361C,Je vous ai trouvé,Verney Pépin,2,1,0.483,0.116,-21.813,0.993,0.0523,0.959,0.106,67.581,0.543,140505,4,64
337,08YpIbdhqosOuZl9cddBHF,spotify:track:08YpIbdhqosOuZl9cddBHF,White Butterfly,Jeroen Granneman,0,1,0.386,0.0172,-29.001,0.994,0.0414,0.927,0.0903,80.053,0.26,144115,4,57
338,5Wp5IP3REfgDJnxKeUOfb3,spotify:track:5Wp5IP3REfgDJnxKeUOfb3,Con Cariño,Josephe Burke,1,1,0.493,0.0372,-25.785,0.995,0.0459,0.925,0.122,62.039,0.348,146679,3,63
339,2UscVwaSo0fbaX5QxVgqH8,spotify:track:2UscVwaSo0fbaX5QxVgqH8,Hourglass,Jiří Horák,4,0,0.431,0.00807,-29.783,0.995,0.0459,0.932,0.112,77.745,0.334,122126,4,65
340,0HUbTiZUqqQWmA4GKwJWOv,spotify:track:0HUbTiZUqqQWmA4GKwJWOv,Valse,Les Rêveries,0,1,0.411,0.0797,-24.35,0.994,0.0504,0.911,0.0992,143.268,0.199,131254,3,63
341,5LIsR2QFLqxot9tX9huYwi,spotify:track:5LIsR2QFLqxot9tX9huYwi,From Above,Albin Svensson,3,1,0.382,0.0737,-26.048,0.993,0.0366,0.919,0.0965,94.112,0.294,106014,4,64
342,4EZtXiZ3PdrGxTQ43WLhub,spotify:track:4EZtXiZ3PdrGxTQ43WLhub,Forever,Affinity88,4,1,0.41,0.0332,-26.076,0.983,0.0354,0.924,0.103,113.907,0.266,131796,3,56
343,7guzWL6scF2bIRud4Mfk9Y,spotify:track:7guzWL6scF2bIRud4Mfk9Y,Tu as disparu,Laetitia Dostie,9,0,0.362,0.107,-22.77,0.994,0.0443,0.972,0.107,87.942,0.363,115915,3,64
344,2AE6p5RRHnLxAllP1zdXPt,spotify:track:2AE6p5RRHnLxAllP1zdXPt,Le jardin de ma grand-mère,Oscar Kowalski,7,1,0.291,0.0763,-23.706,0.982,0.0389,0.839,0.11,180.906,0.181,176567,4,63
345,6JQYaWXutl3Dqul7H5Zif0,spotify:track:6JQYaWXutl3Dqul7H5Zif0,Dreams,Sabr Alptekin,11,0,0.418,0.0225,-26.273,0.992,0.0494,0.95,0.0831,95.985,0.317,108800,4,64
346,0yccHAlypw9zM9Pf33lLjd,spotify:track:0yccHAlypw9zM9Pf33lLjd,Returning,Milo Edale,7,0,0.334,0.0203,-32.364,0.993,0.0325,0.919,0.0917,88.396,0.351,140250,4,64
347,7dMT5XlXtLoFkUBzJapLUr,spotify:track:7dMT5XlXtLoFkUBzJapLUr,Cascada,Luiza Schmidt,9,0,0.353,0.0687,-28.788,0.978,0.0434,0.846,0.0884,124.837,0.18,189106,3,56
348,0UcW9Fjb0oopOfdDxo7KKj,spotify:track:0UcW9Fjb0oopOfdDxo7KKj,The First Snowfall,Dwight Rivera,5,1,0.291,0.0637,-21.934,0.954,0.0364,0.944,0.116,105.868,0.321,182473,4,62
349,5KikhbdQUWeO0CsloJVCPK,spotify:track:5KikhbdQUWeO0CsloJVCPK,Millenia,Leisel Walker,7,0,0.319,0.0911,-29.187,0.99,0.0405,0.759,0.146,128.461,0.272,154934,3,61
350,0R4HTYUjrBvDwxilINNwYZ,spotify:track:0R4HTYUjrBvDwxilINNwYZ,Papillon - Solo Piano Version,Alexis Ffrench,0,1,0.282,0.063,-26.185,0.991,0.0377,0.905,0.131,128.534,0.102,176458,1,63
351,1IL5OjrJVpTQs94qr8SWVj,spotify:track:1IL5OjrJVpTQs94qr8SWVj,Simplicia,Noemi Lucas,5,1,0.418,0.0354,-27.173,0.995,0.0456,0.9,0.117,117.39,0.267,156742,3,55
352,4Xt9TNdtaUx6ITgptTbshv,spotify:track:4Xt9TNdtaUx6ITgptTbshv,Do we Dare to Dream?,Rebecca Kruse,2,1,0.217,0.00554,-30.574,0.992,0.0537,0.947,0.1,179.164,0.0935,150432,4,63
353,7jOC9bmHMZ5m4S1ZDAYgzn,spotify:track:7jOC9bmHMZ5m4S1ZDAYgzn,Silent sky,Kiara Leonard,0,1,0.58,0.114,-27.919,0.995,0.049,0.916,0.11,104.383,0.225,132938,5,62
354,5fOv8ynuVRniCFLQ48grdI,spotify:track:5fOv8ynuVRniCFLQ48grdI,Open Sail,Allysium,2,1,0.398,0.0173,-25.326,0.995,0.0435,0.922,0.0983,75.821,0.122,128608,5,63
355,0B5emsAmwLIx51EPR5W90G,spotify:track:0B5emsAmwLIx51EPR5W90G,Beyond,Tormund,5,1,0.376,0.0714,-23.369,0.981,0.042,0.839,0.0978,93.277,0.0744,164912,3,63
356,6S1sG03j36YgxCtuZjgfI5,spotify:track:6S1sG03j36YgxCtuZjgfI5,Evenings,Richard Sauzal,6,1,0.527,0.00824,-31.547,0.995,0.0582,0.95,0.103,75.814,0.403,112152,3,55
357,78qaTDD6WW9NnnaFJfP6wa,spotify:track:78qaTDD6WW9NnnaFJfP6wa,Sand,Sheila Withmore,5,1,0.433,0.0441,-28.194,0.993,0.0469,0.942,0.106,90.457,0.0968,143972,4,63
358,3y3GMygxjeZ8VQDfEoyKh7,spotify:track:3y3GMygxjeZ8VQDfEoyKh7,As I Dream,Johannes Bornlöf,11,1,0.284,0.0274,-27.958,0.984,0.0606,0.896,0.11,128.537,0.0459,184583,3,64
359,2StQJ41DNRKRHNfGbKexPM,spotify:track:2StQJ41DNRKRHNfGbKexPM,Ikigai,Violet Mar,2,1,0.333,0.072,-28.261,0.992,0.0354,0.956,0.105,104.058,0.271,180021,4,63
360,0KaDIuxC0tek01gCKrUNY8,spotify:track:0KaDIuxC0tek01gCKrUNY8,"Rest Peacefully, but I Wish You Were Here",antinode,10,1,0.308,0.00396,-32.709,0.987,0.0445,0.95,0.0878,60.026,0.0961,227000,4,55
361,6VJ0cJWV19lwXzeDb4f35D,spotify:track:6VJ0cJWV19lwXzeDb4f35D,Carvoeiro,Tjeerd Oosterhuis,4,0,0.39,0.0414,-27.536,0.993,0.0384,0.855,0.104,127.17,0.309,151884,4,63
362,5xy2cj5d2WOTjPkkHuVH84,spotify:track:5xy2cj5d2WOTjPkkHuVH84,All the Same,William Cas,5,1,0.462,0.0244,-28.993,0.981,0.0385,0.921,0.123,74.267,0.128,113200,4,62
363,0zFzeFBStkbUw8yLAsfX8z,spotify:track:0zFzeFBStkbUw8yLAsfX8z,Almeda - The Afterstorm,Almeda,10,0,0.503,0.0132,-25.977,0.991,0.0396,0.937,0.107,69.454,0.0854,130964,4,62
364,79v9cKSakZbCRZI0r0QrV7,spotify:track:79v9cKSakZbCRZI0r0QrV7,The Last Leaf Falls,Josh Kramer,8,1,0.328,0.0263,-28.095,0.992,0.0404,0.902,0.107,135.606,0.136,125667,3,59
365,4Rl02mzVqmCnB6LZryXtJh,spotify:track:4Rl02mzVqmCnB6LZryXtJh,Papillon de nuit,Saturnia,5,0,0.254,0.035,-25.013,0.977,0.0397,0.899,0.145,72.679,0.0596,198520,3,61
366,1MoboyfmxM1P6tgpEnnfud,spotify:track:1MoboyfmxM1P6tgpEnnfud,A subtle joy,Tamara Blake,10,1,0.455,0.0559,-24.669,0.99,0.0436,0.893,0.111,114.668,0.415,179254,1,55
367,4CNWL6JFAflLeoDjojqbKN,spotify:track:4CNWL6JFAflLeoDjojqbKN,Goodnight Johannes,Janet Redger,8,1,0.395,0.013,-26.718,0.989,0.0354,0.902,0.106,64.547,0.101,166543,3,61
368,00PnFrg2QQzPqkeuxGxcz9,spotify:track:00PnFrg2QQzPqkeuxGxcz9,Spheroidal,Kalen Elmsley,2,1,0.367,0.0221,-27.33,0.996,0.0459,0.95,0.0709,103.169,0.158,184220,3,64
369,29wXeahxSJmYAQcQHQS71o,spotify:track:29wXeahxSJmYAQcQHQS71o,Cuaderna Vía,Dwight Rivera,4,1,0.318,0.0635,-23.259,0.974,0.0376,0.887,0.109,110.497,0.26,197346,4,62
370,0NQrHEQ4wPot63kIRzjASq,spotify:track:0NQrHEQ4wPot63kIRzjASq,Os ventos do amor,Rebecca Kruse,0,1,0.417,0.0285,-27.235,0.996,0.0542,0.931,0.103,93.961,0.237,120067,4,54
371,43gzo5RNf3HP1OLoJQsmQG,spotify:track:43gzo5RNf3HP1OLoJQsmQG,Gentle Stir,McCadden,0,1,0.559,0.0176,-30.047,0.995,0.0563,0.972,0.107,84.806,0.162,159128,3,60
372,5t9WS1mp1WGOqz6lJut8za,spotify:track:5t9WS1mp1WGOqz6lJut8za,Dualities,Davignon,7,0,0.444,0.121,-22.522,0.988,0.039,0.924,0.109,127.897,0.175,129306,1,62
373,3Ou4VHEilRM3CLJ4TkxBzY,spotify:track:3Ou4VHEilRM3CLJ4TkxBzY,Old Letter,Guido Heeneman,0,0,0.397,0.0275,-27.045,0.995,0.0502,0.918,0.105,110.37,0.111,234500,4,64
374,63gb8AihdONhOalTRVfo3o,spotify:track:63gb8AihdONhOalTRVfo3o,Rhetila,Noemi Lucas,2,1,0.302,0.044,-29.351,0.988,0.0349,0.874,0.107,151.537,0.317,134154,3,61
375,6OlFD2bYRtoQexcfexfdvr,spotify:track:6OlFD2bYRtoQexcfexfdvr,solitude,Jonas Hoffmann,9,0,0.31,0.0253,-26.242,0.992,0.0374,0.944,0.0847,178.177,0.176,132209,3,53
376,6V3EqKAHRMDKUYYPtD0lVQ,spotify:track:6V3EqKAHRMDKUYYPtD0lVQ,Afterthought,Niall Byrne,0,1,0.345,0.0195,-29.871,0.99,0.0409,0.87,0.0951,122.677,0.461,149759,4,62
377,5BMOKxB68b72YxWVnbq6Zf,spotify:track:5BMOKxB68b72YxWVnbq6Zf,Afterthought,Elliott Jacqués,4,1,0.367,0.103,-27.538,0.98,0.0392,0.951,0.11,64.925,0.0412,149027,4,61
378,48aOlsvnC4e8cdMsrw59Qd,spotify:track:48aOlsvnC4e8cdMsrw59Qd,Nature undisclosed,Keiko Ishida,3,1,0.303,0.0421,-28.638,0.991,0.0485,0.933,0.183,165.352,0.21,147662,4,61
379,0c3pAQGKjwHKo9ilC8i8c5,spotify:track:0c3pAQGKjwHKo9ilC8i8c5,Solace,Armando Bauer,10,1,0.361,0.0291,-26.634,0.994,0.0386,0.975,0.106,76.975,0.127,117272,1,64
380,3oymu4B8YqysHtkQV3oRZ7,spotify:track:3oymu4B8YqysHtkQV3oRZ7,My Everything,Xanthe Nephus,7,1,0.31,0.00419,-37.043,0.995,0.0384,0.947,0.211,104.161,0.214,156279,3,53
381,6zB7Vvymi8vYeSqH9z9HhV,spotify:track:6zB7Vvymi8vYeSqH9z9HhV,Papier collé,Ama Hemmah,5,1,0.3,0.0489,-28.171,0.993,0.0362,0.881,0.135,89.452,0.0508,145412,3,53
382,0ad4PNbIzDJwVzCCjKhvAA,spotify:track:0ad4PNbIzDJwVzCCjKhvAA,Growing Green,Aestivum,10,1,0.194,0.0123,-26.423,0.991,0.0451,0.903,0.117,174.543,0.144,176627,3,61
383,49a2PByrGqVmdCktGMZwgc,spotify:track:49a2PByrGqVmdCktGMZwgc,Abode,Allysium,6,0,0.427,0.0278,-21.905,0.989,0.0395,0.95,0.104,77.492,0.329,149198,4,62
384,2iADUGfIsYKXNmZtkxScdH,spotify:track:2iADUGfIsYKXNmZtkxScdH,Gnossienne: No.1 (Satie Reworks) - Spotify Singles,Erik Satie,0,0,0.337,0.0708,-29.097,0.98,0.0317,0.927,0.109,130.479,0.188,159837,4,62
385,1ETktQHotqA5mRLE3ABnin,spotify:track:1ETktQHotqA5mRLE3ABnin,Motion,Carl Moir,6,1,0.373,0.0309,-27.501,0.994,0.0404,0.918,0.106,53.484,0.233,197883,4,55
386,0sCPbmOcdRcTWVDjHh22id,spotify:track:0sCPbmOcdRcTWVDjHh22id,Hour of Rest,William Cas,5,1,0.308,0.00889,-28.337,0.973,0.0397,0.936,0.112,143.231,0.11,112653,3,62
387,2xU7HfHYdDO8T4TVRJwvHJ,spotify:track:2xU7HfHYdDO8T4TVRJwvHJ,Al buio con te,Nicola Conti,10,0,0.366,0.0778,-25.652,0.994,0.0521,0.966,0.109,81.571,0.482,136467,1,62
388,0XCTZX036IzhP1ea8CrDK3,spotify:track:0XCTZX036IzhP1ea8CrDK3,The Longer I Wait,Max Arnolds,10,1,0.575,0.0149,-25.805,0.989,0.0416,0.936,0.107,126.268,0.551,116220,4,61
389,0fqveSCZR2TqGAtEid72Ua,spotify:track:0fqveSCZR2TqGAtEid72Ua,Music For Growing Flowers - Pt. 8,Erland Cooper,0,1,0.402,0.0275,-25.462,0.963,0.0686,0.896,0.125,76.219,0.365,73679,5,60
390,0OyfmSpjOUz6k0swecwQEw,spotify:track:0OyfmSpjOUz6k0swecwQEw,Dione,Teide,2,1,0.447,0.0136,-26.598,0.985,0.0432,0.931,0.108,67.659,0.14,148662,4,61
391,2MUBJrvs9yanwhD9HZnXUB,spotify:track:2MUBJrvs9yanwhD9HZnXUB,To Let Go,Anna Landström,10,1,0.453,0.0101,-30.496,0.992,0.0493,0.938,0.124,73.774,0.313,146581,4,62
